Category,Descript,Resolution,Latitude,Longitude,Time,type
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",COMPLAINANT REFUSES TO PROSECUTE,37.78282765,-122.4097084,1900-01-01 20:43:00,1.0
ASSAULT,BATTERY,NONE,37.71172271,-122.4052482,1900-01-01 20:35:00,1.0
OTHER OFFENSES,INDECENT EXPOSURE,"ARREST, BOOKED",37.75461724,-122.4187383,1900-01-01 20:34:00,1.0
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,"ARREST, BOOKED",37.75461724,-122.4187383,1900-01-01 20:34:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, BOOKED",37.75461724,-122.4187383,1900-01-01 20:34:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.76303129,-122.4262284,1900-01-01 20:32:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.73669945,-122.3981382,1900-01-01 20:30:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78447885,-122.4042702,1900-01-01 20:30:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.78759552,-122.4251419,1900-01-01 20:30:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.77791806,-122.4298504,1900-01-01 20:30:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.76505012,-122.4196718,1900-01-01 20:28:00,1.0
MISSING PERSON,MISSING JUVENILE,"ARREST, BOOKED",37.75715804,-122.4066049,1900-01-01 20:15:00,1.0
MISSING PERSON,FOUND PERSON,"ARREST, BOOKED",37.75715804,-122.4066049,1900-01-01 20:15:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77542071,-122.4034048,1900-01-01 20:15:00,1.0
NON-CRIMINAL,FOUND PROPERTY,UNFOUNDED,37.79546641,-122.3967737,1900-01-01 20:12:00,1.0
WEAPON LAWS,POSS OF LOADED FIREARM,"ARREST, BOOKED",37.72844418,-122.3860292,1900-01-01 20:08:00,1.0
WARRANTS,PROBATION SEARCH,"ARREST, BOOKED",37.72844418,-122.3860292,1900-01-01 20:08:00,1.0
WEAPON LAWS,"WEAPON, ASSAULT, POSSESSION, MANUFACTURE, OR SALE","ARREST, BOOKED",37.72844418,-122.3860292,1900-01-01 20:08:00,1.0
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,NONE,37.7799484,-122.4906563,1900-01-01 20:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.76256912,-122.4780561,1900-01-01 20:00:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.78520719,-122.4066906,1900-01-01 20:00:00,1.0
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",NONE,37.76163677,-122.4796854,1900-01-01 20:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78184577,-122.3920823,1900-01-01 20:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.77274131,-122.4158814,1900-01-01 20:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.72513528,-122.4291378,1900-01-01 20:00:00,1.0
LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF",NONE,37.7688641,-122.4483914,1900-01-01 20:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.78351007,-122.4053955,1900-01-01 19:50:00,1.0
OTHER OFFENSES,HARASSING PHONE CALLS,NONE,37.77541345,-122.4574835,1900-01-01 19:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77063059,-122.4124833,1900-01-01 19:30:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.78097067,-122.4087106,1900-01-01 19:15:00,1.0
FRAUD,"CREDIT CARD, THEFT BY USE OF",NONE,37.72820559,-122.403907,1900-01-01 19:04:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.79055966,-122.3999113,1900-01-01 19:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78953492,-122.3946731,1900-01-01 19:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.76586093,-122.4332569,1900-01-01 19:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.71257911,-122.405236,1900-01-01 19:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.76930184,-122.4307964,1900-01-01 19:00:00,1.0
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,NONE,37.75245205,-122.3950818,1900-01-01 19:00:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.78238592,-122.4068191,1900-01-01 18:53:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.78070083,-122.4084666,1900-01-01 18:49:00,1.0
ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE","ARREST, BOOKED",37.79899931,-122.4435204,1900-01-01 18:46:00,1.0
ASSAULT,INFLICT INJURY ON COHABITEE,"ARREST, BOOKED",37.79899931,-122.4435204,1900-01-01 18:46:00,1.0
BRIBERY,"DISSUADING WITNESS, VICTIM","ARREST, BOOKED",37.79899931,-122.4435204,1900-01-01 18:46:00,1.0
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",NONE,37.77273688,-122.4483471,1900-01-01 18:45:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.78630722,-122.4052948,1900-01-01 18:40:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.77883482,-122.395986,1900-01-01 18:30:00,1.0
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,NONE,37.77883482,-122.395986,1900-01-01 18:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.72358479,-122.4617714,1900-01-01 18:30:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.74264873,-122.409432,1900-01-01 18:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77531576,-122.4277271,1900-01-01 18:30:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",NONE,37.7700062,-122.4469333,1900-01-01 18:18:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.76409722,-122.4217385,1900-01-01 18:10:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,UNFOUNDED,37.72086924,-122.3872476,1900-01-01 18:07:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.78205933,-122.4621386,1900-01-01 18:01:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77837628,-122.4300952,1900-01-01 18:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.80427189,-122.4482784,1900-01-01 18:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77542071,-122.4034048,1900-01-01 18:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78351007,-122.4053955,1900-01-01 18:00:00,1.0
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,NONE,37.73525037,-122.4168605,1900-01-01 18:00:00,1.0
TRESPASS,TRESPASSING,NONE,37.73525037,-122.4168605,1900-01-01 18:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.76329969,-122.4217338,1900-01-01 18:00:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.76935054,-122.4518646,1900-01-01 17:57:00,1.0
LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,NONE,37.74106545,-122.4173701,1900-01-01 17:57:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.77685569,-122.4381806,1900-01-01 17:55:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.74812467,-122.4878666,1900-01-01 17:55:00,1.0
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,NONE,37.78827453,-122.4066587,1900-01-01 17:50:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.75178641,-122.4052105,1900-01-01 17:45:00,1.0
WARRANTS,ENROUTE TO ADULT AUTHORITY,"ARREST, BOOKED",37.78070083,-122.4084666,1900-01-01 17:37:00,1.0
SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY","ARREST, BOOKED",37.77817623,-122.4282716,1900-01-01 17:35:00,1.0
NON-CRIMINAL,SEARCH WARRANT SERVICE,"ARREST, BOOKED",37.77817623,-122.4282716,1900-01-01 17:35:00,1.0
ROBBERY,"ROBBERY, BODILY FORCE",JUVENILE BOOKED,37.78982842,-122.4038466,1900-01-01 17:32:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",JUVENILE BOOKED,37.78982842,-122.4038466,1900-01-01 17:32:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.80329385,-122.4173578,1900-01-01 17:31:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78148325,-122.4206914,1900-01-01 17:30:00,1.0
SECONDARY CODES,ATM RELATED CRIME,NONE,37.78148325,-122.4206914,1900-01-01 17:30:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",NONE,37.71994692,-122.3959976,1900-01-01 17:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78159928,-122.4541766,1900-01-01 17:30:00,1.0
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,JUVENILE BOOKED,37.70853277,-122.420452,1900-01-01 17:24:00,1.0
WEAPON LAWS,POSS OF LOADED FIREARM,JUVENILE BOOKED,37.70853277,-122.420452,1900-01-01 17:24:00,1.0
WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",JUVENILE BOOKED,37.70853277,-122.420452,1900-01-01 17:24:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.74974669,-122.3962777,1900-01-01 17:15:00,1.0
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,NONE,37.72391045,-122.4353855,1900-01-01 17:15:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.79394065,-122.3956159,1900-01-01 17:01:00,1.0
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,NONE,37.78624835,-122.4020277,1900-01-01 17:00:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.78624835,-122.4020277,1900-01-01 17:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NONE,37.77552412,-122.4260714,1900-01-01 17:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.80210062,-122.4112063,1900-01-01 17:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.71361595,-122.4652245,1900-01-01 17:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.77542071,-122.4034048,1900-01-01 16:50:00,1.0
LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",NONE,37.78853358,-122.4017383,1900-01-01 16:50:00,1.0
FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL),NONE,37.78853358,-122.4017383,1900-01-01 16:50:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NONE,37.80435631,-122.414959,1900-01-01 16:49:00,1.0
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,"ARREST, CITED",37.78764305,-122.4034341,1900-01-01 16:42:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,"ARREST, CITED",37.78764305,-122.4034341,1900-01-01 16:42:00,1.0
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,"ARREST, BOOKED",37.72196757,-122.4313713,1900-01-01 16:41:00,1.0
ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER,"ARREST, BOOKED",37.72196757,-122.4313713,1900-01-01 16:41:00,1.0
WEAPON LAWS,"WEAPON, TAKING OR ATTEMPTING TO TAKE FROM PEACE OFFICER","ARREST, BOOKED",37.72196757,-122.4313713,1900-01-01 16:41:00,1.0
LARCENY/THEFT,PETTY THEFT WITH PRIOR,"ARREST, BOOKED",37.78506294,-122.406521,1900-01-01 16:40:00,1.0
OTHER OFFENSES,PROBATION VIOLATION,"ARREST, BOOKED",37.78506294,-122.406521,1900-01-01 16:40:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.76924706,-122.4269556,1900-01-01 16:35:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78592458,-122.4340995,1900-01-01 16:30:00,1.0
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,NONE,37.77731103,-122.4086487,1900-01-01 16:30:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.77983392,-122.4143122,1900-01-01 16:30:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.76714262,-122.4066805,1900-01-01 16:30:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,JUVENILE BOOKED,37.736274,-122.3794179,1900-01-01 16:30:00,1.0
SECONDARY CODES,JUVENILE INVOLVED,JUVENILE BOOKED,37.736274,-122.3794179,1900-01-01 16:30:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,NONE,37.78589261,-122.4197398,1900-01-01 16:30:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78428605,-122.4168937,1900-01-01 16:30:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.78735949,-122.408231,1900-01-01 16:24:00,1.0
NON-CRIMINAL,LOCATED PROPERTY,NONE,37.79046197,-122.4139182,1900-01-01 16:22:00,1.0
BURGLARY,"BURGLARY, UNLAWFUL ENTRY","ARREST, BOOKED",37.78656476,-122.4072441,1900-01-01 16:15:00,1.0
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,"ARREST, BOOKED",37.78656476,-122.4072441,1900-01-01 16:15:00,1.0
ASSAULT,CHILD ABUSE (PHYSICAL),"ARREST, BOOKED",37.75715804,-122.4066049,1900-01-01 16:06:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,"ARREST, BOOKED",37.75715804,-122.4066049,1900-01-01 16:06:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.72852806,-122.4756475,1900-01-01 16:00:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.78382269,-122.4210119,1900-01-01 16:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77541657,-122.4344851,1900-01-01 16:00:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.78709665,-122.4107216,1900-01-01 15:55:00,1.0
OTHER OFFENSES,RESISTING ARREST,JUVENILE BOOKED,37.78282765,-122.4097084,1900-01-01 15:49:00,1.0
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,JUVENILE BOOKED,37.78282765,-122.4097084,1900-01-01 15:49:00,1.0
WARRANTS,WARRANT ARREST,JUVENILE BOOKED,37.78282765,-122.4097084,1900-01-01 15:49:00,1.0
TRESPASS,TRESPASSING,"ARREST, BOOKED",37.75648641,-122.4065391,1900-01-01 15:45:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.77542071,-122.4034048,1900-01-01 15:35:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.7771775,-122.4281042,1900-01-01 15:30:00,1.0
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",NONE,37.72514503,-122.4589543,1900-01-01 15:30:00,1.0
NON-CRIMINAL,"AIDED CASE, DOG BITE",NONE,37.73106866,-122.4777526,1900-01-01 15:25:00,1.0
LARCENY/THEFT,PETTY THEFT BICYCLE,NONE,37.77531936,-122.4649438,1900-01-01 15:20:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",NONE,37.76995495,-122.4477831,1900-01-01 15:20:00,1.0
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,NONE,37.78158341,-122.4231059,1900-01-01 15:18:00,1.0
OTHER OFFENSES,EVADING A POLICE VEHICLE OR BICYCLE,"ARREST, CITED",37.74831577,-122.4105493,1900-01-01 15:02:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.73034294,-122.382889,1900-01-01 15:01:00,1.0
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,NONE,37.72818703,-122.3808183,1900-01-01 15:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.76742438,-122.4451838,1900-01-01 15:00:00,1.0
LARCENY/THEFT,PETTY THEFT BICYCLE,NONE,37.75609116,-122.4221331,1900-01-01 15:00:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.78735949,-122.408231,1900-01-01 15:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.76978409,-122.449123,1900-01-01 15:00:00,1.0
WARRANTS,PROBATION SEARCH,NONE,37.72818703,-122.3808183,1900-01-01 15:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77254054,-122.4662047,1900-01-01 14:45:00,1.0
TRESPASS,TRESPASSING,NONE,37.78923002,-122.4053901,1900-01-01 14:45:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.78923002,-122.4053901,1900-01-01 14:45:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.77542071,-122.4034048,1900-01-01 14:40:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.7572993,-122.4145447,1900-01-01 14:35:00,1.0
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,NONE,37.79930584,-122.4186488,1900-01-01 14:30:00,1.0
OTHER OFFENSES,OBSCENE PHONE CALLS(S),NONE,37.78990198,-122.4071145,1900-01-01 14:30:00,1.0
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,"ARREST, BOOKED",37.7672562,-122.4047526,1900-01-01 14:30:00,1.0
OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,"ARREST, BOOKED",37.7672562,-122.4047526,1900-01-01 14:30:00,1.0
TRESPASS,LODGING WITHOUT PERMISSION,"ARREST, BOOKED",37.7672562,-122.4047526,1900-01-01 14:30:00,1.0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY","ARREST, BOOKED",37.8061327,-122.4099205,1900-01-01 14:20:00,1.0
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY","ARREST, BOOKED",37.8061327,-122.4099205,1900-01-01 14:20:00,1.0
OTHER OFFENSES,CONSPIRACY,"ARREST, BOOKED",37.8061327,-122.4099205,1900-01-01 14:20:00,1.0
STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING","ARREST, BOOKED",37.8061327,-122.4099205,1900-01-01 14:20:00,1.0
TRESPASS,TRESPASSING,"ARREST, CITED",37.78656476,-122.4072441,1900-01-01 14:15:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.79738139,-122.4178557,1900-01-01 14:12:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",NONE,37.76939671,-122.4512881,1900-01-01 14:10:00,1.0
NON-CRIMINAL,TRAFFIC ACCIDENT,NONE,37.73706559,-122.5053602,1900-01-01 14:03:00,1.0
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",UNFOUNDED,37.71219983,-122.4208641,1900-01-01 14:02:00,1.0
NON-CRIMINAL,COURTESY REPORT,UNFOUNDED,37.71219983,-122.4208641,1900-01-01 14:02:00,1.0
NON-CRIMINAL,CASE CLOSURE,UNFOUNDED,37.71219983,-122.4208641,1900-01-01 14:02:00,1.0
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,NONE,37.79398325,-122.4222314,1900-01-01 14:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.75779969,-122.5013695,1900-01-01 14:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",NONE,37.78564075,-122.4179993,1900-01-01 14:00:00,1.0
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,NONE,37.76500285,-122.4491365,1900-01-01 13:57:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.77599818,-122.4129044,1900-01-01 13:50:00,1.0
FRAUD,"CREDIT CARD, THEFT BY USE OF",NONE,37.78853358,-122.4017383,1900-01-01 13:48:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78800653,-122.3998021,1900-01-01 13:40:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",NONE,37.76924706,-122.4269556,1900-01-01 13:36:00,1.0
WARRANTS,ENROUTE TO PAROLE OFFICER,NONE,37.7469781,-122.3991748,1900-01-01 13:32:00,1.0
WARRANTS,WARRANT ARREST,NONE,37.7469781,-122.3991748,1900-01-01 13:32:00,1.0
DRUG/NARCOTIC,POSSESSION OF COCAINE,"ARREST, BOOKED",37.76558565,-122.4240616,1900-01-01 13:21:00,1.0
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,"ARREST, BOOKED",37.76558565,-122.4240616,1900-01-01 13:21:00,1.0
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,"ARREST, BOOKED",37.76558565,-122.4240616,1900-01-01 13:21:00,1.0
ASSAULT,BATTERY,NONE,37.77991167,-122.4074744,1900-01-01 13:12:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",NONE,37.7600037,-122.4361029,1900-01-01 13:01:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.80651288,-122.4103376,1900-01-01 13:00:00,1.0
MISSING PERSON,MISSING JUVENILE,NONE,37.77496296,-122.4929031,1900-01-01 13:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78113406,-122.4090112,1900-01-01 13:00:00,1.0
LARCENY/THEFT,GRAND THEFT PICKPOCKET,NONE,37.78640447,-122.4085197,1900-01-01 13:00:00,1.0
FRAUD,"CREDIT CARD, THEFT BY USE OF",NONE,37.78640447,-122.4085197,1900-01-01 13:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.80651288,-122.4103376,1900-01-01 13:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM PERSON,NONE,37.8025736,-122.4003875,1900-01-01 12:55:00,1.0
ASSAULT,THREATS AGAINST LIFE,NONE,37.76541133,-122.402692,1900-01-01 12:40:00,1.0
OTHER OFFENSES,"SCHOOL PROPERTY, DISTURBANCE ON",NONE,37.76541133,-122.402692,1900-01-01 12:40:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",NONE,37.77542071,-122.4034048,1900-01-01 12:36:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, CITED",37.78258599,-122.40856,1900-01-01 12:34:00,1.0
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,"ARREST, CITED",37.78258599,-122.40856,1900-01-01 12:34:00,1.0
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,"ARREST, BOOKED",37.78895627,-122.4220481,1900-01-01 12:30:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.78895627,-122.4220481,1900-01-01 12:30:00,1.0
NON-CRIMINAL,TARASOFF REPORT,"ARREST, BOOKED",37.78383656,-122.413791,1900-01-01 12:30:00,1.0
ASSAULT,THREATS AGAINST LIFE,"ARREST, BOOKED",37.78383656,-122.413791,1900-01-01 12:30:00,1.0
ASSAULT,BATTERY,"ARREST, CITED",37.78491247,-122.4086486,1900-01-01 12:25:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.7414708,-122.4023345,1900-01-01 12:20:00,1.0
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,"ARREST, BOOKED",37.7414708,-122.4023345,1900-01-01 12:20:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.72852806,-122.4756475,1900-01-01 12:20:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.76620143,-122.4665044,1900-01-01 12:15:00,1.0
MISSING PERSON,MISSING ADULT,LOCATED,37.78959528,-122.4170443,1900-01-01 12:15:00,1.0
MISSING PERSON,FOUND PERSON,LOCATED,37.78959528,-122.4170443,1900-01-01 12:15:00,1.0
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,NONE,37.7800333,-122.4642799,1900-01-01 12:10:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.79829129,-122.426474,1900-01-01 12:00:00,1.0
SEX OFFENSES NON FORCIBLE,UNLAWFUL SEXUAL INTERCOURSE,NONE,37.78221257,-122.4374734,1900-01-01 12:00:00,1.0
SEX OFFENSES FORCIBLE,ORAL COPULATION,NONE,37.78221257,-122.4374734,1900-01-01 12:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.78221257,-122.4374734,1900-01-01 12:00:00,1.0
LARCENY/THEFT,GRAND THEFT PICKPOCKET,NONE,37.7931773,-122.4077298,1900-01-01 12:00:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.72202423,-122.4314898,1900-01-01 12:00:00,1.0
FRAUD,"CREDIT CARD, THEFT BY USE OF",NONE,37.77533518,-122.4505559,1900-01-01 12:00:00,1.0
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY","ARREST, BOOKED",37.78824542,-122.4220744,1900-01-01 12:00:00,1.0
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,NONE,37.75268788,-122.4241299,1900-01-01 12:00:00,1.0
ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),"ARREST, BOOKED",37.79611229,-122.4054922,1900-01-01 12:00:00,1.0
VANDALISM,"ELECTRICAL  OR GAS LINES, INTERFERING WITH","ARREST, BOOKED",37.79611229,-122.4054922,1900-01-01 12:00:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.71892798,-122.4436969,1900-01-01 11:57:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78645626,-122.4072224,1900-01-01 11:52:00,1.0
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,"ARREST, BOOKED",37.75648641,-122.4065391,1900-01-01 11:49:00,1.0
